title,outlet,date,url,category,covers_black_stops,covers_hispanic_stops,covers_immigration_ice,covers_287g,covers_search_rates,covers_arrest_rates,covers_contraband,covers_disparity_index,covers_agency_level,covers_discretionary_stops,primary_focus,what_it_does_not_cover
"Rural Missouri jails score windfall from Trump's mass deportations",KCUR,2025-05-20,https://www.kcur.org/news/2025-05-20/rural-missouri-jails-trump-mass-deportation,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Same story syndicated; Sheriff: 'I've got to figure out how to pay for law enforcement',Traffic stop data; VSR
"Missouri to track immigration status in crime data one of first states to try",St. Louis Post-Dispatch,2025-02-01,https://www.stltoday.com/news/local/government-politics/article_90d15452-de59-11ef-b091-17824c759768.html,Political context,no,yes,yes,no,no,no,no,no,no,no,"Missouri among first states to require police to record immigration status of people charged with crimes; 7 months later still not implemented",Traffic stop data; VSR; racial disparities
"Missouri not yet reporting arrestee immigration status after Kehoe executive order",KY3,2025-07-09,https://www.ky3.com/2025/07/09/no-data-yet-immigration-status-arrestees-7-months-after-kehoes-order/,Political context,no,yes,yes,no,no,no,no,no,no,no,Immigration status tracking still not implemented 7 months after executive order,Traffic stop data; VSR
"Missouri to track report immigration status under Kehoe executive order",FOX 2 St. Louis,2025-02-01,https://fox2now.com/news/missouri/missouri-to-track-report-immigration-status-under-kehoe-executive-order/,Political context,no,yes,yes,no,no,no,no,no,no,no,Kehoe executive order coverage; critics fear it will discourage crime reporting,Traffic stop data; VSR; racial disparities
"Boone County Sheriff does not foresee major changes to immigration enforcement",KBIA,2025-03-07,https://www.kbia.org/kbia-news/2025-03-07/boone-county-sheriff-does-not-foresee-major-changes-to-immigration-enforcement,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,Boone County sheriff says immigration not his focus; contrast with other Missouri sheriffs,Traffic stop data; VSR
"Anti-ICE protest group holds rally outside Missouri Capitol",KOMU,2026-03-02,https://www.komu.com/news/midmissourinews/anti-ice-protest-group-holds-rally-outside-missouri-state-capitol/article_668f1ffe-92cf-440f-a9eb-92ef6d9c8681.html,Community activism,no,yes,yes,no,no,no,no,no,no,no,Dozens rally at Missouri Capitol against ICE enforcement,Traffic stop data; VSR
"Immigrant Solidarity in the 'Show Me Your Papers State'",Brian Dolinar / Substack,2026-03-01,https://briandolinar.substack.com/p/immigrant-solidarity-in-the-the-show,Community activism,no,yes,yes,no,no,no,no,no,yes,no,"'Show Me Your Papers State' framing; mothers demonstrating outside Greene County jail",Traffic stop data; VSR
"Jail Support for Immigrants Held in Missouri Offers Resistance in a Red State",Truthout,2026-03-01,https://truthout.org/articles/jail-support-for-immigrants-held-in-missouri-offers-resistance-in-a-red-state/,Community activism,no,yes,yes,no,no,no,no,no,yes,no,Truthout syndication of jail support story; Abide in Love organizing,Traffic stop data; VSR
"Know Your Rights Resources for ICE and Border Patrol Encounters (2026 Update)",Austin Kocher / Substack,2026-01-01,https://austinkocher.substack.com/p/know-your-rights-resources-for-ice,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,"Austin Kocher's own know-your-rights guide; same researcher warning about Missouri 287(g)",Traffic stop data; VSR; Missouri-specific analysis
"Kilmar Abrego Garcia wrongly deported to El Salvador — body cam footage from 2022 traffic stop",Multiple outlets (ABC/Yahoo),2025-06-01,https://www.yahoo.com/news/body-cam-footage-released-2022-235249213.html,Traffic stop to ICE,no,yes,yes,no,no,no,no,no,no,no,"Body cam of 2022 Tennessee stop; Abrego Garcia said passengers were construction workers commuting from St. Louis; allowed to drive away with warning; later wrongly deported",VSR data; Missouri policing patterns
"Latinos are More Likely to Face Police Discrimination While Driving",Salud America,2020-01-01,https://salud-america.org/latinos-are-more-likely-to-face-police-discrimination-while-driving/,Academic/national,no,yes,no,no,yes,no,no,no,no,no,"National analysis: Latino drivers more likely to face discrimination; searched despite lower contraband rates",Missouri-specific data; VSR
"An Empirical Assessment of Pretextual Stops and Racial Profiling",Stanford Law Review,2021-03-01,https://review.law.stanford.edu/wp-content/uploads/sites/3/2021/03/Rushin-Edwards-73-Stan.-L.-Rev.-637.pdf,Academic/national,yes,yes,no,no,yes,no,no,no,no,yes,"Study of 100M stops: 'virtually all of the wide racial disparity' attributable to pretextual stops; Black and Latino drivers disproportionately targeted",Missouri-specific data; VSR
"The Case Against Race Profiling in Immigration Enforcement",Washington University Law Review,2018-01-01,https://openscholarship.wustl.edu/cgi/viewcontent.cgi?article=1448&context=law_lawreview,Academic/national,no,yes,yes,no,no,no,no,no,no,no,"WUSTL legal scholarship on racial profiling in immigration enforcement; Missouri-based academic institution",Missouri-specific data; VSR; traffic stop data
"Hispanic people rally at the Missouri Capitol seeking support",STLPR,2026-02-18,https://www.stlpr.org/government-politics-issues/2026-02-18/hispanic-residents-allies-gather-jefferson-city-advocate-communities,Community activism,no,yes,yes,no,no,no,no,no,no,no,"Record turnout for Hispanic Capitol Day; 200+ people; organized by Hispanic Leaders Group and Missouri Immigration Policy Coalition",Traffic stop data; VSR
"Record turnout for Hispanic Capitol Day fuels advocacy efforts in Missouri",KSDK,2026-02-18,https://www.ksdk.com/article/news/politics/record-turnout-for-hispanic-capitol-day-fuels-advocacy-efforts-in-missouri/63-cd251606-a6e1-41d6-b3a5-618b626f6862,Community activism,no,yes,yes,no,no,no,no,no,no,no,"First time in 20+ years record attendance at Hispanic Capitol Day; immigrant businesses 5% of Missouri businesses (15,000+)",Traffic stop data; VSR
"Hispanic Capitol Day highlights fears over anti-immigrant views in Missouri legislature",KRCG,2026-02-18,https://krcgtv.com/news/local/hispanic-capitol-day-highlights-fears-over-anti-immigrant-views-in-missouri-legislature,Community activism,no,yes,yes,no,no,no,no,no,no,no,Capitol Day coverage; fears about legislative environment,Traffic stop data; VSR
"Latino organizations lobby for a more united Missouri",Griffon News,2026-02-18,https://www.griffonnews.com/news/state/latino-organizations-lobby-for-a-more-united-missouri/article_eaef9a75-cfc7-5a39-8d4c-a6d9cbf2b7ea.html,Community activism,no,yes,yes,no,no,no,no,no,no,no,Latino advocacy coalition at Capitol,Traffic stop data; VSR
"Refugees came to Noel for opportunity. Tyson's plant closure leaves their futures uncertain",Missouri Independent,2023-10-27,https://missouriindependent.com/2023/10/27/refugees-face-uncertain-future-as-missouri-tyson-plant-shutters/,Demographic context,no,yes,no,no,no,no,no,no,no,no,"Noel MO: Tyson closure eliminated 1500 jobs; Hispanic workers face uncertain future; town was 40%+ Hispanic because of plant",Traffic stop data; VSR; policing patterns
"One year later: Closing of Tyson plant both blessing curse for Noel McDonald County",Joplin Globe,2024-08-11,https://www.joplinglobe.com/news/local_news/one-year-later-closing-of-tyson-plant-both-blessing-curse-for-noel-mcdonald-county/article_10120692-5676-11ef-b8d4-b3dbd0445a0d.html,Demographic context,no,yes,no,no,no,no,no,no,no,no,One year post-Tyson closure in Noel; community impact on Hispanic residents,Traffic stop data; VSR; policing
"Tyson plant closures hit two small Missouri towns which will lose 2200 jobs",St. Louis Post-Dispatch,2023-08-01,https://www.stltoday.com/news/local/business/tyson-plant-closures-hit-two-small-missouri-towns-which-will-lose-2-200-jobs/article_b4771d9e-3534-11ee-b9fb-b35efbbd2797.html,Demographic context,no,yes,no,no,no,no,no,no,no,no,"Tyson closing Noel and Dexter plants; 2200 jobs lost; southwestern MO Hispanic workforce",Traffic stop data; VSR
"Tyson plant closure leaves Noel workers facing uncertain future",KOAM,2023-10-20,https://www.koamnewsnow.com/news/local-news/tyson-plant-closure-leaves-noel-workers-facing-uncertain-future-incluye-versi-n-en-espa-ol/article_1e40f700-687e-11ee-b162-bbb48401f3aa.html,Demographic context,no,yes,no,no,no,no,no,no,no,no,"Workers with limited English face job search; bilingual story (includes Spanish version)",Traffic stop data; VSR
"Greene County detention officer accused of stealing $900 from ICE detainee",KY3,2025-03-11,https://www.ky3.com/2025/03/11/greene-county-detention-officer-accused-stealing-900-ice-detainee/,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Officer Caydon Lewis stole $900 from ICE detainee; admitted to taking money; burned it; charged with felony stealing",Traffic stop data; VSR; systemic patterns
"Bills cracking down on immigration moving slowly in Missouri legislature",Missouri Independent,2025-03-20,https://missouriindependent.com/2025/03/20/bills-cracking-down-on-immigration-moving-slowly-in-missouri-legislature/,Political context,no,yes,yes,no,no,no,no,no,no,no,"12+ immigration bills introduced; SB72 bounty; life imprisonment for undocumented presence; anti-sanctuary measures; little progress",Traffic stop data; VSR; racial disparities
"Missouri Senate hears bill on life imprisonment for people in US without legal status",STLPR,2025-01-27,https://www.stlpr.org/government-politics-issues/2025-01-27/missouri-senate-hears-bill-on-life-imprisonment-for-people-in-u-s-without-legal-status,Political context,no,yes,yes,no,no,no,no,no,no,no,"SB72 hearing: life without parole for undocumented presence in Missouri; testimony from advocates",Traffic stop data; VSR; racial disparities
"Several Missouri lawmakers introduce legislation aimed at tracking recording number of undocumented immigrants",KFVS12,2025-01-16,https://www.kfvs12.com/2025/01/16/several-missouri-lawmakers-introduce-legislation-aimed-tracking-recording-number-undocumented-immigrants-state/,Political context,no,yes,yes,no,no,no,no,no,no,no,Multiple immigration tracking bills introduced in Missouri legislature,Traffic stop data; VSR
"Bill targets nonexistent sanctuary cities in Missouri",FOX 2 St. Louis,2025-01-01,https://fox2now.com/news/missouri/bill-targets-nonexistent-sanctuary-cities-in-missouri/,Political context,no,yes,yes,no,no,no,no,no,no,no,"Anti-sanctuary bill despite Missouri having zero sanctuary cities; $25,500/day fines proposed",Traffic stop data; VSR; racial disparities
"Missouri congressman asks federal agency to leave Kansas City over immigration policies",KRPS,2025-03-17,https://www.krps.org/missouri-news/2025-03-17/missouri-congressman-asks-federal-agency-to-leave-kansas-city-over-immigration-policies,Political context,no,yes,yes,no,no,no,no,no,no,no,Federal pressure on KC over immigration cooperation,Traffic stop data; VSR
"Driving While Black in Ferguson",Newsweek,2014-08-25,https://www.newsweek.com/ferguson-profiling-police-courts-shooting-264744,Ferguson/DOJ,yes,no,no,no,yes,yes,no,no,yes,no,"86% of Ferguson stops were Black; twice as likely to be searched and arrested; fines were 2nd largest revenue source; ArchCity Defenders found 30 of 60 courts engaged in illegal practices",Hispanic trends; immigration; statewide data
"Darren Wilson's first job was on a troubled police force disbanded by authorities",Washington Post,2014-08-23,https://www.washingtonpost.com/national/darren-wilsons-first-job-was-on-a-troubled-police-force-disbanded-by-authorities/2014/08/23/1ac796f0-2a45-11e4-8593-da634b334390_story.html,Ferguson/DOJ,yes,no,no,no,no,no,no,no,yes,no,"Jennings PD disbanded 2011 for corruption and racial profiling; nearly all-white force patrolling 89% Black city; Darren Wilson started career there before moving to Ferguson. The muni-shuffle in action.",Hispanic trends; immigration
"Lawsuit Charges 13 St. Louis Suburbs With 'Extorting' Black Drivers",NBC News,2016-02-08,https://www.nbcnews.com/storyline/michael-brown-shooting/lawsuit-charges-13-st-louis-suburbs-extorting-black-drivers-n625666,Municipal policing,yes,no,no,no,no,yes,no,no,yes,no,"Class action against 13 STL municipalities for using traffic stops to extract revenue from Black drivers; 'poverty violations'",Hispanic trends; immigration; statewide patterns
"'Poverty violations' help fuel racial divide in St. Louis County",Al Jazeera America,2014-12-15,http://america.aljazeera.com/watch/shows/fault-lines/articles/2014/12/15/a-poverty-violationsahelpfuelracialdivideinstlouiscounty.html,Municipal policing,yes,no,no,no,no,yes,no,no,yes,no,"Traffic fines as poverty trap for Black residents in STL County municipalities",Hispanic trends; immigration
"ArchCity Defenders Municipal Courts White Paper",ArchCity Defenders,2014-01-01,https://www.archcitydefenders.org/wp-content/uploads/2019/03/ArchCity-Defenders-Municipal-Courts-Whitepaper.pdf,Municipal policing,yes,no,no,no,no,yes,no,no,yes,no,"Foundational report documenting illegal practices in 30 of 60 STL County municipal courts; debtor's prison conditions; Black drivers targeted",Hispanic trends; immigration; statewide data
"In the Rearview Mirror: St. Louis's Municipal Courts After a Decade of Reform and Regress",Fines and Fees Justice Center,2024-07-25,https://finesandfeesjusticecenter.org/articles/in-the-rearview-mirror-st-louiss-municipal-courts-after-a-decade-of-reform-and-regress/,Municipal policing,yes,no,no,no,no,no,no,no,yes,no,"10 years post-Ferguson: same disparity (1.59x in 2013 and 2022); ArchCity filed 52 lawsuits in 20 municipalities; $25M in damages",Hispanic trends; immigration
"ArchCity Defenders pushes to consolidate St. Louis municipal court system",STLPR,2024-07-25,https://www.stlpr.org/government-politics-issues/2024-07-25/archcity-defenders-consolidate-st-louis-municipal-court-system,Municipal policing,yes,no,no,no,no,no,no,no,yes,no,Push to consolidate 80+ municipal courts in STL region,Hispanic trends; immigration
"Millicent Williams v St. Louis County lawsuit — read the complaint",St. Louis Post-Dispatch,2023-06-01,https://www.stltoday.com/news/multimedia/read-millicent-williams-v-st-louis-county-lawsuit/pdf_055977b7-4b24-5928-a7c6-9e356ec482db.html,Black drivers,yes,no,no,no,yes,no,no,no,yes,no,"64-year-old Black woman stopped near Westport Plaza 2019; handcuffed; searched; no charges; settled for $400,000",Hispanic trends; immigration
"Recent settlements for racial discrimination against St. Louis police near $2 million",St. Louis Post-Dispatch,2023-01-01,https://www.stltoday.com/news/local/crime-courts/recent-settlements-for-racial-discrimination-against-st-louis-police-near-2-million/article_60f29bf7-7e5e-53f1-b2b2-a62dd7fc5808.html,Black drivers,yes,no,no,no,no,yes,no,no,yes,no,$2M in racial discrimination settlements against STL police,Hispanic trends; immigration
"Some Black police officials worry more federal agents will breed community mistrust",NPR / KCUR,2025-11-12,https://www.npr.org/2025/11/12/nx-s1-5561978/black-police-worry-federal-agents-drive-a-wedge-into-communities,Police reform,yes,yes,yes,no,no,no,no,no,yes,no,"Ethical Society of Police (Black officers union) president Donny Walters warns immigration enforcement destroys community trust; parallels to Jim Crow policing; National Guard assisting ICE in MO",Traffic stop data; VSR; connects Black and Hispanic policing concerns
"Missouri Officials Seize Control of St. Louis Police in Latest Bid to Shutter Local Reforms",Bolts Magazine,2025-04-01,https://boltsmag.org/missouri-state-control-of-st-louis-police/,Police reform,yes,no,no,no,no,no,no,no,yes,no,"State takeover ends decade of community oversight born from Ferguson; overrides 2012 voter-approved local control; 'punishing a Black city'",Hispanic trends; immigration
"Missouri GOP Seeks Control Over St. Louis Police Department",ProPublica,2025-01-01,https://www.propublica.org/article/st-louis-police-missouri-gop-control-tishaura-jones-civil-war,Police reform,yes,no,no,no,no,no,no,no,yes,no,ProPublica investigation of state takeover of STL PD; historical context back to Civil War,Hispanic trends; immigration
"Study Of KC Metro Traffic Stops Shows Race Deeply Embedded In Police Practice",KCUR,2020-02-13,https://kcur.org/post/study-kc-metro-traffic-stops-shows-race-deeply-embedded-police-practice,VSR coverage,yes,no,no,no,yes,no,no,yes,yes,no,"KC metro study finding race deeply embedded in stop decisions; companion to Flatland investigation",Hispanic trends; immigration; discretionary stops
"Turning Data to Dialogue: Police Stop Data and the Search for Solutions",Flatland KC,2020-02-13,https://flatlandkc.org/stopped-profiling-the-police/turning-data-to-dialogue-police-stop-data-and-the-search-for-solutions/,VSR coverage,yes,no,no,no,yes,no,no,yes,yes,no,"Flatland series: can data change policing? KC agencies respond to disparity findings",Hispanic trends; immigration; discretionary stops
"Kansas City Police targeted minority neighborhoods to meet illegal ticket quotas",KCUR,2023-03-23,https://www.kcur.org/news/2023-03-23/kansas-city-police-targeted-minority-neighborhoods-to-meet-illegal-ticket-quotas-lawsuit-says,Black drivers,yes,no,no,no,no,yes,no,no,yes,no,"KCPD lawsuit: officers told to go to minority neighborhoods because 'easier to write multiple citations on every stop'",Hispanic trends; immigration
"St. Louis County Residents Speak Out On Racial Disparities In Traffic Stops At Public Hearing",STLPR,2019-07-24,https://www.stlpr.org/government-politics-issues/2019-07-24/st-louis-county-residents-speak-out-on-racial-disparities-in-traffic-stops-at-public-hearing,Black drivers,yes,no,no,no,yes,no,no,yes,no,no,Public hearing on traffic stop disparities; residents testify about experiences,Hispanic trends; immigration
"Study finds Black St. Louisans subjected to police force 4 times more than white people",FOX 2 St. Louis,2020-01-01,https://fox2now.com/news/missouri/study-finds-black-st-louisans-subjected-to-police-force-4-times-more-than-white-people/,Black drivers,yes,no,no,no,no,no,no,no,yes,no,UMSL study: Black residents face 4x the police use of force,Hispanic trends; immigration
"Traffic Stops — City of St. Louis Equity Data",City of St. Louis,2020-01-01,https://www.stlouis-mo.gov/archives/resilience/equity/justice/policing/traffic-stops.cfm,Data/research,yes,no,no,no,yes,no,no,yes,yes,no,"City equity dashboard: Black drivers stopped at 281.7 per 1000 vs 146.7 for white; if equitable 15,413 fewer Black stops",Hispanic trends; immigration
"5 years after Michael Brown's death what has changed in Ferguson — and what hasn't",PBS NewsHour,2019-08-09,https://www.pbs.org/newshour/show/5-years-after-michael-browns-death-what-has-changed-in-ferguson-and-what-hasnt,Ferguson/DOJ,yes,no,no,no,no,no,no,no,yes,no,Five-year retrospective; some reforms but fundamental patterns persist,Hispanic trends; immigration
"How Black Lives Matter and policing has changed since Michael Brown's death in Ferguson",NPR,2024-08-09,https://www.npr.org/2024/08/09/nx-s1-5053165/ferguson-michael-brown-10-years-police,Ferguson/DOJ,yes,no,no,no,no,no,no,no,yes,no,10-year retrospective on Ferguson; national impact; local reform progress,Hispanic trends; immigration
"Activist sues for St. Louis police data on racial profiling",Washington Times,2019-11-14,https://www.washingtontimes.com/news/2019/nov/14/activist-sues-st-louis-for-records-on-police-stops/,Data access,yes,no,no,no,no,no,no,no,no,no,Sunshine Law suit for STL police stop data,Hispanic trends; immigration; any analysis
"Do police target Hispanic drivers?",Joplin Globe,2010-01-01,https://www.joplinglobe.com/news/local_news/do-police-targethispanic-drivers/article_786380b0-0b24-5424-b8ed-14874cdb14fb.html,VSR coverage,no,yes,no,no,yes,yes,no,yes,yes,no,"RARE: Joplin Globe investigation found 16 SW Missouri towns and one sheriff stopped/ticketed/searched/arrested Hispanics more often than whites. One of very few articles to investigate Hispanic-specific enforcement patterns.",Per-capita analysis; statewide trends; 287(g); immigration
"Jackson County Legislature votes to ban immigration detention facilities but holds ICE mask ban",KCUR,2026-03-03,https://www.kcur.org/news/2026-03-03/jackson-county-legislature-bars-immigration-detention-facilities-holds-ice-mask-ban,Political context,no,yes,yes,no,no,no,no,no,yes,no,"Jackson County banned detention facilities 5 years; DHS had proposed 7,500-bed facility in KC; passed 6-1",Traffic stop data; VSR
"Kansas City developers halt sale of warehouse for ICE detention center as public pressure mounts",KCUR,2026-02-12,https://www.kcur.org/news/2026-02-12/kansas-city-developers-halt-sale-of-warehouse-for-ice-detention-center-as-public-pressure-mounts,Political context,no,yes,yes,no,no,no,no,no,no,no,Public pressure stops KC warehouse sale to ICE for detention,Traffic stop data; VSR
"Hours after ICE toured a Kansas City warehouse council blocks federal detention center permits",KCUR,2026-01-15,https://www.kcur.org/politics-elections-and-government/2026-01-15/hours-after-ice-toured-kansas-city-warehouse-council-blocks-federal-detention-center-permits,Political context,no,yes,yes,no,no,no,no,no,no,no,KC council emergency action to block ICE detention permits,Traffic stop data; VSR
"With no-masks proposal Jackson County joins push to restrain ICE",The Beacon (KC),2026-02-04,https://thebeaconnews.org/stories/2026/02/04/masks-ice-jackson-county-immigration/,Political context,no,yes,yes,no,no,no,no,no,no,no,Jackson County pushing back against ICE operations,Traffic stop data; VSR
"Kansas City Missouri passes 5-year ban prohibiting non-municipal detention facilities",KSHB,2026-01-15,https://www.kshb.com/news/local-news/kansas-city-missouri-passes-5-year-ban-prohibiting-non-municipal-detention-facilities,Political context,no,yes,yes,no,no,no,no,no,no,no,KC passes 5-year ban on private detention facilities,Traffic stop data; VSR
"Final Settlement Regarding ICE Warrantless Arrests and Vehicle Stops",National Immigrant Justice Center,2022-02-08,https://immigrantjustice.org/final-settlement-regarding-ice-warrantless-arrests-and-vehicle-stops-overview-of-settlement-requirements-and-remedies/,Legal framework,no,yes,yes,no,no,no,no,no,no,no,"Castañon Nava v. DHS: consent decree covering IL IN WI MO KS KY; bars many ICE vehicle stops and warrantless 'collateral' arrests; the legal standard ICE is violating in Missouri",Traffic stop data; VSR; Missouri-specific enforcement patterns
"Federal Judge Rules Against ICE Over Memo That Expanded Power To Make Warrantless Arrests",Block Club Chicago,2026-02-13,https://blockclubchicago.org/2026/02/13/federal-judge-rules-against-ice-over-memo-that-expanded-power-to-make-warrantless-arrests/,Legal framework,no,yes,yes,no,no,no,no,no,no,no,"Judge found ICE memo expanding warrantless arrest powers violated consent decree; applies to Missouri",Traffic stop data; VSR
"ICE detention center in Kansas can open after Leavenworth granted permit",KCUR,2026-03-10,https://www.kcur.org/politics-elections-and-government/2026-03-10/ice-detention-center-in-kansas-can-open-after-leavenworth-granted-a-private-prison-companys-permit,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,"Private ICE detention center approved in Leavenworth KS near KC metro; while Jackson County bans them",Traffic stop data; VSR
"Ozark County Jail signs contract to house federal ICE detainees",Ozark County Times,2025-02-24,https://ozarkcountytimes.com/news-local-news/ozark-county-jail-signs-contract-house-federal-ice-detainees,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Poorest county in Missouri signs ICE contract; sheriff: 'We were basically praying that next month will be better'; budget crisis drove decision",Traffic stop data; VSR
"Ozark County jail ICE contract is now 9 months in",Ozark County Times,2025-11-01,https://www.ozarkcountytimes.com/news-local-news/ocsd-contract-house-ice-detainees-federal-prisoners-now-9-months,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,9 months into ICE contract; Ozark County already raising wages and hiring new positions with ICE revenue,Traffic stop data; VSR
"Christian County Sheriff's Office joined ICE program in 2025",Springfield Daily Citizen,2025-07-07,https://sgfcitizen.org/government/christian-county/christian-county-sheriff-ice-agreement/,287(g) coverage,no,no,yes,yes,no,no,no,no,yes,no,"Christian County signed 287(g) April 16 2025; all three agreement types; Ash Grove Sparta Walnut Grove also signed. Greene County Springfield Nixa Ozark have NOT signed.",Traffic stop data; VSR; racial disparities
"'We need real answers': Hundreds take to downtown KCMO streets protesting ICE operations",KSHB,2026-02-01,https://www.kshb.com/news/local-news/we-need-real-answers-hundreds-take-to-downtown-kcmo-streets-protesting-ice-operations,Community activism,no,yes,yes,no,no,no,no,no,no,no,Hundreds march in Kansas City against ICE; businesses closed in solidarity,Traffic stop data; VSR
"Silent march in Jefferson City to protest ICE shootings",KOMU,2026-02-15,https://www.komu.com/news/midmissourinews/more-than-100-march-in-jefferson-city-to-protest-federal-immigration-enforcement/article_d403989e-3e98-4296-852b-73e7e05301f4.html,Community activism,no,yes,yes,no,no,no,no,no,no,no,"100+ march in Jefferson City protesting ICE enforcement and deaths of Renée Good and Alex Pretti during immigration operations",Traffic stop data; VSR
"Businesses see drop in traffic amid immigration enforcement",Missouri Business Alert,2026-03-01,https://www.missouribusinessalert.com/entrepreneurs/as-trump-administration-s-deportation-policies-sow-fear-hispanic-businesses-suffer/article_70d1a21b-d6e8-493e-949f-ed039a83046d.html,Immigration impact,no,yes,yes,no,no,no,no,no,no,no,"Chamber members reporting sales down 40-60%; auto repair shop lost 75% of business; workers saying 'I don't want to even go to Walmart anymore'",Traffic stop data; VSR
"Sedalia's Hispanic Population Faces Communication Challenges",Columbia Missourian,2003-06-20,https://www.columbiamissourian.com/news/local/sedalias-hispanic-population-faces-communication-challenges/article_e2ac92ea-0107-543f-aaa7-02ab7ee8c05f.html,Demographic context,no,yes,no,no,no,no,no,no,no,no,"Early coverage of Sedalia/Pettis County Hispanic growth from meatpacking; estimated 3000 Hispanics (15% of city) vs official 4%",Traffic stop data; VSR; policing patterns
"Man who attempted to outrun deportation found after Missouri disturbance",KCTV5,2025-04-16,https://www.kctv5.com/2025/04/16/man-who-attempted-outrun-deportation-found-after-missouri-disturbance/,Immigration enforcement,no,yes,yes,no,no,no,no,no,no,no,Individual case of someone fleeing deportation in Missouri,Traffic stop data; VSR
"Pettis County Mo to benefit from ICE Secure Communities biometrics program",ICE,2012-01-01,https://www.ice.gov/news/releases/pettis-county-mo-benefit-ice-strategy-use-biometrics-identify-and-remove-aliens,Immigration enforcement,no,yes,yes,no,no,no,no,no,yes,no,"Early ICE program in Pettis County (Sedalia) using biometrics to identify undocumented people in jail; precursor to 287(g) expansion",Traffic stop data; VSR
"Calverton Park Police Department set to disband",First Alert 4 / KMOV,2024-07-27,https://www.firstalert4.com/2024/07/27/calverton-park-police-department-set-disband/,Police accountability,yes,no,no,no,no,no,no,no,yes,no,"Third North STL County PD to dissolve in 2024; pandemic stripped reserves; $700K police budget was 75% of city spending",Hispanic trends; immigration
"Messenger: Calverton Park dissolves its police department. It's a step in right direction.",St. Louis Post-Dispatch,2024-08-01,https://www.stltoday.com/news/local/column/tony-messenger/messenger-calverton-park-dissolves-its-police-department-it-s-a-step-in-right-direction/article_d21ccffe-50ec-11ef-b1b1-9715042e1612.html,Police accountability,yes,no,no,no,no,no,no,no,yes,no,"Tony Messenger column: Calverton Park dissolution as positive reform; context of STL County fragmented policing",Hispanic trends; immigration
"Bel-Ridge PD eliminated in cost-cutting move; policing now outsourced to Normandy",FOX 2 St. Louis,2024-04-01,https://fox2now.com/news/missouri/bel-ridge-p-d-eliminated-in-cost-cutting-move-policing-now-outsourced-to-normandy/,Police accountability,yes,no,no,no,no,no,no,no,yes,no,"Bel-Ridge dissolved PD and outsourced to Normandy; part of wave of small STL County departments folding. Bel-Ridge is in your VSR data.",Hispanic trends; immigration
"Mid-Missourians protest ICE after second agent-involved shooting death",ABC17,2026-02-01,https://abc17news.com/news/columbia/2026/02/01/mid-missourians-protest-ice-after-second-agent-involved-shooting-death/,Community activism,no,yes,yes,no,no,no,no,no,no,no,"30 people at Columbia City Hall protesting ICE after Minneapolis killings of Renée Good and Alex Pretti",Traffic stop data; VSR
"Downtown St. Louis protesters call for general strike in wake of Minneapolis killings",STLPR,2026-01-28,https://www.stlpr.org/government-politics-issues/2026-01-28/st-louis-protesters-general-strike-ice-killings,Community activism,no,yes,yes,no,no,no,no,no,no,no,STL protest calling for general strike after ICE shootings in Minneapolis,Traffic stop data; VSR
"Thousands rally across Missouri in third 'No Kings' protest against Trump",Missouri Independent,2026-03-28,https://missouriindependent.com/2026/03/28/thousands-rally-across-missouri-in-third-no-kings-protest-against-trump/,Community activism,no,yes,yes,no,no,no,no,no,no,no,"40+ protests across Missouri; thousands in STL KC Columbia Jefferson City Springfield; immigration enforcement a key issue",Traffic stop data; VSR
"No Kings rallies spread across Kansas City in protest against Iran war ICE and voting laws",KCUR,2026-03-28,https://www.kcur.org/news/2026-03-28/no-kings-protests-in-kansas-city-metro-expected-to-draw-thousands,Community activism,no,yes,yes,no,no,no,no,no,no,no,"Rev. Tino Herrera: 'a moral emergency where our immigrant siblings are treated as threats instead of neighbors'",Traffic stop data; VSR
"North County Police Cooperative brings big changes to the cities it patrols",STLPR,2016-05-23,https://www.stlpr.org/government-politics-issues/2016-05-23/north-county-police-cooperative-brings-big-changes-to-the-cities-it-patrols,Police reform,yes,no,no,no,no,no,no,no,yes,no,"Alternative model: 6 North County municipalities pooled police after years of abusive small departments; Pine Lawn was 'used against the people'",Hispanic trends; immigration
"A cooperative effort: Small police departments band together in north St. Louis County",St. Louis Post-Dispatch,2015-01-01,https://www.stltoday.com/news/local/metro/a-cooperative-effort-small-police-departments-band-together-in-north-st-louis-county/article_56e2091b-39c2-59b4-b092-c4c27f975188.html,Police reform,yes,no,no,no,no,no,no,no,yes,no,Post-Ferguson consolidation of small PDs into cooperative; community policing model,Hispanic trends; immigration
